"state","year","race","rate","disease"
"Washington",2021,"Hispanic",22.5,"syphilis"
"Washington",2021,"AmericanIndian_AlaskaNative",32.4,"syphilis"
"Washington",2021,"Asian",5.9,"syphilis"
"Washington",2021,"Native.Hawaiian.or.Pacific.Islander",30,"syphilis"
"Washington",2021,"Multiple.races",16.1,"syphilis"
"Washington",2021,"Overall",19.5,"syphilis"
"West Virginia",2021,"White",10.6,"syphilis"
"West Virginia",2021,"Black",32.8,"syphilis"
"West Virginia",2021,"Hispanic",11.9,"syphilis"
"West Virginia",2021,"AmericanIndian_AlaskaNative",0,"syphilis"
"West Virginia",2021,"Asian",6.5,"syphilis"
"West Virginia",2021,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"West Virginia",2021,"Multiple.races",26.9,"syphilis"
"West Virginia",2021,"Overall",11.9,"syphilis"
"Wisconsin",2021,"White",3.5,"syphilis"
"Wisconsin",2021,"Black",112.9,"syphilis"
"Wisconsin",2021,"Hispanic",19,"syphilis"
"Wisconsin",2021,"AmericanIndian_AlaskaNative",30.5,"syphilis"
"Wisconsin",2021,"Asian",3.8,"syphilis"
"Wisconsin",2021,"Native.Hawaiian.or.Pacific.Islander",83.2,"syphilis"
"Wisconsin",2021,"Multiple.races",4.6,"syphilis"
"Wisconsin",2021,"Overall",12.3,"syphilis"
"Wyoming",2021,"White",0.4,"syphilis"
"Wyoming",2021,"Black",16.6,"syphilis"
"Wyoming",2021,"Hispanic",3.3,"syphilis"
"Wyoming",2021,"AmericanIndian_AlaskaNative",8.2,"syphilis"
"Wyoming",2021,"Asian",0,"syphilis"
"Wyoming",2021,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Wyoming",2021,"Multiple.races",0,"syphilis"
"Wyoming",2021,"Overall",2.8,"syphilis"
"United States",2022,"White",10.2,"syphilis"
"United States",2022,"Black",44.4,"syphilis"
"United States",2022,"Hispanic",18.6,"syphilis"
"United States",2022,"AmericanIndian_AlaskaNative",67,"syphilis"
"United States",2022,"Asian",4.9,"syphilis"
"United States",2022,"Native.Hawaiian.or.Pacific.Islander",30.2,"syphilis"
"United States",2022,"Multiple.races",25,"syphilis"
"United States",2022,"Overall",17.7,"syphilis"
"Alabama",2022,"White",12.7,"syphilis"
"Alabama",2022,"Black",52.6,"syphilis"
"Alabama",2022,"Hispanic",10,"syphilis"
"Alabama",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"Alabama",2022,"Asian",3.8,"syphilis"
"Alabama",2022,"Native.Hawaiian.or.Pacific.Islander",37.4,"syphilis"
"Alabama",2022,"Multiple.races",36.7,"syphilis"
"Alabama",2022,"Overall",23.5,"syphilis"
"Alaska",2022,"White",10.2,"syphilis"
"Alaska",2022,"Black",37.9,"syphilis"
"Alaska",2022,"Hispanic",17.7,"syphilis"
"Alaska",2022,"AmericanIndian_AlaskaNative",63.2,"syphilis"
"Alaska",2022,"Asian",8.4,"syphilis"
"Alaska",2022,"Native.Hawaiian.or.Pacific.Islander",51.5,"syphilis"
"Alaska",2022,"Multiple.races",31.8,"syphilis"
"Alaska",2022,"Overall",21.8,"syphilis"
"Arizona",2022,"White",14.2,"syphilis"
"Arizona",2022,"Black",86.9,"syphilis"
"Arizona",2022,"Hispanic",33.2,"syphilis"
"Arizona",2022,"AmericanIndian_AlaskaNative",127.6,"syphilis"
"Arizona",2022,"Asian",7.5,"syphilis"
"Arizona",2022,"Native.Hawaiian.or.Pacific.Islander",48.3,"syphilis"
"Arizona",2022,"Multiple.races",30.8,"syphilis"
"Arizona",2022,"Overall",29.2,"syphilis"
"Arkansas",2022,"White",24.6,"syphilis"
"Arkansas",2022,"Black",74.7,"syphilis"
"Arkansas",2022,"Hispanic",20.7,"syphilis"
"Arkansas",2022,"AmericanIndian_AlaskaNative",4.1,"syphilis"
"Arkansas",2022,"Asian",7.4,"syphilis"
"Arkansas",2022,"Native.Hawaiian.or.Pacific.Islander",38.9,"syphilis"
"Arkansas",2022,"Multiple.races",64,"syphilis"
"Arkansas",2022,"Overall",32.9,"syphilis"
"California",2022,"White",16.7,"syphilis"
"California",2022,"Black",48.8,"syphilis"
"California",2022,"Hispanic",19.5,"syphilis"
"California",2022,"AmericanIndian_AlaskaNative",21.4,"syphilis"
"California",2022,"Asian",5.5,"syphilis"
"California",2022,"Native.Hawaiian.or.Pacific.Islander",21.2,"syphilis"
"California",2022,"Multiple.races",5.8,"syphilis"
"California",2022,"Overall",20.1,"syphilis"
"Colorado",2022,"White",10.9,"syphilis"
"Colorado",2022,"Black",48.1,"syphilis"
"Colorado",2022,"Hispanic",25.8,"syphilis"
"Colorado",2022,"AmericanIndian_AlaskaNative",32.6,"syphilis"
"Colorado",2022,"Asian",3.4,"syphilis"
"Colorado",2022,"Native.Hawaiian.or.Pacific.Islander",11,"syphilis"
"Colorado",2022,"Multiple.races",7.4,"syphilis"
"Colorado",2022,"Overall",15.7,"syphilis"
"Connecticut",2022,"White",6,"syphilis"
"Connecticut",2022,"Black",21.8,"syphilis"
"Connecticut",2022,"Hispanic",0,"syphilis"
"Connecticut",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"Connecticut",2022,"Asian",3.3,"syphilis"
"Connecticut",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Connecticut",2022,"Multiple.races",0,"syphilis"
"Connecticut",2022,"Overall",6.8,"syphilis"
"Delaware",2022,"White",11.5,"syphilis"
"Delaware",2022,"Black",47.2,"syphilis"
"Delaware",2022,"Hispanic",26.6,"syphilis"
"Delaware",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"Delaware",2022,"Asian",4.6,"syphilis"
"Delaware",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Delaware",2022,"Multiple.races",0,"syphilis"
"Delaware",2022,"Overall",23.4,"syphilis"
"District of Columbia",2022,"White",27.4,"syphilis"
"District of Columbia",2022,"Black",50.1,"syphilis"
"District of Columbia",2022,"Hispanic",34.2,"syphilis"
"District of Columbia",2022,"AmericanIndian_AlaskaNative",71.2,"syphilis"
"District of Columbia",2022,"Asian",13.2,"syphilis"
"District of Columbia",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"District of Columbia",2022,"Multiple.races",92.1,"syphilis"
"District of Columbia",2022,"Overall",40.3,"syphilis"
"Florida",2022,"White",11.5,"syphilis"
"Florida",2022,"Black",43.5,"syphilis"
"Florida",2022,"Hispanic",19.3,"syphilis"
"Florida",2022,"AmericanIndian_AlaskaNative",8.9,"syphilis"
"Florida",2022,"Asian",5.8,"syphilis"
"Florida",2022,"Native.Hawaiian.or.Pacific.Islander",59.2,"syphilis"
"Florida",2022,"Multiple.races",0,"syphilis"
"Florida",2022,"Overall",20.8,"syphilis"
"Georgia",2022,"White",9.9,"syphilis"
"Georgia",2022,"Black",41.2,"syphilis"
"Georgia",2022,"Hispanic",13,"syphilis"
"Georgia",2022,"AmericanIndian_AlaskaNative",20,"syphilis"
"Georgia",2022,"Asian",2,"syphilis"
"Georgia",2022,"Native.Hawaiian.or.Pacific.Islander",12.7,"syphilis"
"Georgia",2022,"Multiple.races",3.1,"syphilis"
"Georgia",2022,"Overall",20,"syphilis"
"Hawaii",2022,"White",14.4,"syphilis"
"Hawaii",2022,"Black",17.8,"syphilis"
"Hawaii",2022,"Hispanic",13.7,"syphilis"
"Hawaii",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"Hawaii",2022,"Asian",7.7,"syphilis"
"Hawaii",2022,"Native.Hawaiian.or.Pacific.Islander",43,"syphilis"
"Hawaii",2022,"Multiple.races",9.7,"syphilis"
"Hawaii",2022,"Overall",16,"syphilis"
"Idaho",2022,"White",4.1,"syphilis"
"Idaho",2022,"Black",26,"syphilis"
"Idaho",2022,"Hispanic",5.7,"syphilis"
"Idaho",2022,"AmericanIndian_AlaskaNative",15.1,"syphilis"
"Idaho",2022,"Asian",3.4,"syphilis"
"Idaho",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Idaho",2022,"Multiple.races",27.5,"syphilis"
"Idaho",2022,"Overall",6.1,"syphilis"
"Illinois",2022,"White",5,"syphilis"
"Illinois",2022,"Black",36.5,"syphilis"
"Illinois",2022,"Hispanic",9.5,"syphilis"
"Illinois",2022,"AmericanIndian_AlaskaNative",5.1,"syphilis"
"Illinois",2022,"Asian",2.1,"syphilis"
"Illinois",2022,"Native.Hawaiian.or.Pacific.Islander",26.7,"syphilis"
"Illinois",2022,"Multiple.races",6.1,"syphilis"
"Illinois",2022,"Overall",11.6,"syphilis"
"Indiana",2022,"White",5.5,"syphilis"
"Indiana",2022,"Black",38.2,"syphilis"
"Indiana",2022,"Hispanic",11.4,"syphilis"
"Indiana",2022,"AmericanIndian_AlaskaNative",12.7,"syphilis"
"Indiana",2022,"Asian",3.2,"syphilis"
"Indiana",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Indiana",2022,"Multiple.races",35.3,"syphilis"
"Indiana",2022,"Overall",10,"syphilis"
"Iowa",2022,"White",7.9,"syphilis"
"Iowa",2022,"Black",40.2,"syphilis"
"Iowa",2022,"Hispanic",15.3,"syphilis"
"Iowa",2022,"AmericanIndian_AlaskaNative",230.8,"syphilis"
"Iowa",2022,"Asian",4.6,"syphilis"
"Iowa",2022,"Native.Hawaiian.or.Pacific.Islander",15.5,"syphilis"
"Iowa",2022,"Multiple.races",6.5,"syphilis"
"Iowa",2022,"Overall",10.4,"syphilis"
"Kansas",2022,"White",8.6,"syphilis"
"Kansas",2022,"Black",44.2,"syphilis"
"Kansas",2022,"Hispanic",17.5,"syphilis"
"Kansas",2022,"AmericanIndian_AlaskaNative",8.7,"syphilis"
"Kansas",2022,"Asian",4.4,"syphilis"
"Kansas",2022,"Native.Hawaiian.or.Pacific.Islander",29.3,"syphilis"
"Kansas",2022,"Multiple.races",0,"syphilis"
"Kansas",2022,"Overall",11.8,"syphilis"
"Kentucky",2022,"White",11.3,"syphilis"
"Kentucky",2022,"Black",44.4,"syphilis"
"Kentucky",2022,"Hispanic",21,"syphilis"
"Kentucky",2022,"AmericanIndian_AlaskaNative",21,"syphilis"
"Kentucky",2022,"Asian",3.9,"syphilis"
"Kentucky",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Kentucky",2022,"Multiple.races",30.9,"syphilis"
"Kentucky",2022,"Overall",14.8,"syphilis"
"Louisiana",2022,"White",14.9,"syphilis"
"Louisiana",2022,"Black",48.5,"syphilis"
"Louisiana",2022,"Hispanic",13.1,"syphilis"
"Louisiana",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"Louisiana",2022,"Asian",4.7,"syphilis"
"Louisiana",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Louisiana",2022,"Multiple.races",78.8,"syphilis"
"Louisiana",2022,"Overall",26.7,"syphilis"
"Maine",2022,"White",5.2,"syphilis"
"Maine",2022,"Black",15.4,"syphilis"
"Maine",2022,"Hispanic",6.9,"syphilis"
"Maine",2022,"AmericanIndian_AlaskaNative",22.7,"syphilis"
"Maine",2022,"Asian",5.3,"syphilis"
"Maine",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Maine",2022,"Multiple.races",15.9,"syphilis"
"Maine",2022,"Overall",5.9,"syphilis"
"Maryland",2022,"White",5.1,"syphilis"
"Maryland",2022,"Black",23.3,"syphilis"
"Maryland",2022,"Hispanic",9.1,"syphilis"
"Maryland",2022,"AmericanIndian_AlaskaNative",27.3,"syphilis"
"Maryland",2022,"Asian",2.3,"syphilis"
"Maryland",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Maryland",2022,"Multiple.races",35.2,"syphilis"
"Maryland",2022,"Overall",12.7,"syphilis"
"Massachusetts",2022,"White",7,"syphilis"
"Massachusetts",2022,"Black",25.3,"syphilis"
"Massachusetts",2022,"Hispanic",24.1,"syphilis"
"Massachusetts",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"Massachusetts",2022,"Asian",5.7,"syphilis"
"Massachusetts",2022,"Native.Hawaiian.or.Pacific.Islander",31.2,"syphilis"
"Massachusetts",2022,"Multiple.races",23.6,"syphilis"
"Massachusetts",2022,"Overall",11.8,"syphilis"
"Michigan",2022,"White",4.3,"syphilis"
"Michigan",2022,"Black",39.4,"syphilis"
"Michigan",2022,"Hispanic",10.6,"syphilis"
"Michigan",2022,"AmericanIndian_AlaskaNative",5.3,"syphilis"
"Michigan",2022,"Asian",2.3,"syphilis"
"Michigan",2022,"Native.Hawaiian.or.Pacific.Islander",33,"syphilis"
"Michigan",2022,"Multiple.races",1.2,"syphilis"
"Michigan",2022,"Overall",9.7,"syphilis"
"Minnesota",2022,"White",6.4,"syphilis"
"Minnesota",2022,"Black",47.5,"syphilis"
"Minnesota",2022,"Hispanic",24.6,"syphilis"
"Minnesota",2022,"AmericanIndian_AlaskaNative",101.8,"syphilis"
"Minnesota",2022,"Asian",5.5,"syphilis"
"Minnesota",2022,"Native.Hawaiian.or.Pacific.Islander",56.7,"syphilis"
"Minnesota",2022,"Multiple.races",11.9,"syphilis"
"Minnesota",2022,"Overall",11.8,"syphilis"
"Mississippi",2022,"White",20.8,"syphilis"
"Mississippi",2022,"Black",48.2,"syphilis"
"Mississippi",2022,"Hispanic",11.4,"syphilis"
"Mississippi",2022,"AmericanIndian_AlaskaNative",26.7,"syphilis"
"Mississippi",2022,"Asian",0,"syphilis"
"Mississippi",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Mississippi",2022,"Multiple.races",30.2,"syphilis"
"Mississippi",2022,"Overall",31.1,"syphilis"
"Missouri",2022,"White",18.5,"syphilis"
"Missouri",2022,"Black",61.6,"syphilis"
"Missouri",2022,"Hispanic",20.8,"syphilis"
"Missouri",2022,"AmericanIndian_AlaskaNative",25.8,"syphilis"
"Missouri",2022,"Asian",5.7,"syphilis"
"Missouri",2022,"Native.Hawaiian.or.Pacific.Islander",10.2,"syphilis"
"Missouri",2022,"Multiple.races",10.8,"syphilis"
"Missouri",2022,"Overall",23.5,"syphilis"
"Montana",2022,"White",9.1,"syphilis"
"Montana",2022,"Black",64.5,"syphilis"
"Montana",2022,"Hispanic",25.6,"syphilis"
"Montana",2022,"AmericanIndian_AlaskaNative",239.5,"syphilis"
"Montana",2022,"Asian",0,"syphilis"
"Montana",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Montana",2022,"Multiple.races",200.9,"syphilis"
"Montana",2022,"Overall",28.9,"syphilis"
"Nebraska",2022,"White",7.4,"syphilis"
"Nebraska",2022,"Black",31.5,"syphilis"
"Nebraska",2022,"Hispanic",14,"syphilis"
"Nebraska",2022,"AmericanIndian_AlaskaNative",123.9,"syphilis"
"Nebraska",2022,"Asian",3.7,"syphilis"
"Nebraska",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Nebraska",2022,"Multiple.races",28.7,"syphilis"
"Nebraska",2022,"Overall",10.9,"syphilis"
"Nevada",2022,"White",30.4,"syphilis"
"Nevada",2022,"Black",95.1,"syphilis"
"Nevada",2022,"Hispanic",4.2,"syphilis"
"Nevada",2022,"AmericanIndian_AlaskaNative",60.8,"syphilis"
"Nevada",2022,"Asian",9.2,"syphilis"
"Nevada",2022,"Native.Hawaiian.or.Pacific.Islander",26.9,"syphilis"
"Nevada",2022,"Multiple.races",10.6,"syphilis"
"Nevada",2022,"Overall",28.4,"syphilis"
"New Hampshire",2022,"White",4.4,"syphilis"
"New Hampshire",2022,"Black",22.4,"syphilis"
"New Hampshire",2022,"Hispanic",6.2,"syphilis"
"New Hampshire",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"New Hampshire",2022,"Asian",2.3,"syphilis"
"New Hampshire",2022,"Native.Hawaiian.or.Pacific.Islander",473.9,"syphilis"
"New Hampshire",2022,"Multiple.races",0,"syphilis"
"New Hampshire",2022,"Overall",5.3,"syphilis"
"New Jersey",2022,"White",4.8,"syphilis"
"New Jersey",2022,"Black",32.6,"syphilis"
"New Jersey",2022,"Hispanic",16.6,"syphilis"
"New Jersey",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"New Jersey",2022,"Asian",2.7,"syphilis"
"New Jersey",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"New Jersey",2022,"Multiple.races",0,"syphilis"
"New Jersey",2022,"Overall",11,"syphilis"
"New Mexico",2022,"White",18.2,"syphilis"
"New Mexico",2022,"Black",60,"syphilis"
"New Mexico",2022,"Hispanic",30.6,"syphilis"
"New Mexico",2022,"AmericanIndian_AlaskaNative",87,"syphilis"
"New Mexico",2022,"Asian",11.2,"syphilis"
"New Mexico",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"New Mexico",2022,"Multiple.races",25.7,"syphilis"
"New Mexico",2022,"Overall",36,"syphilis"
"New York",2022,"White",7.7,"syphilis"
"New York",2022,"Black",42.7,"syphilis"
"New York",2022,"Hispanic",22.4,"syphilis"
"New York",2022,"AmericanIndian_AlaskaNative",1.7,"syphilis"
"New York",2022,"Asian",6.3,"syphilis"
"New York",2022,"Native.Hawaiian.or.Pacific.Islander",31.4,"syphilis"
"New York",2022,"Multiple.races",71.6,"syphilis"
"New York",2022,"Overall",18.3,"syphilis"
"North Carolina",2022,"White",11,"syphilis"
"North Carolina",2022,"Black",58.1,"syphilis"
"North Carolina",2022,"Hispanic",23.1,"syphilis"
"North Carolina",2022,"AmericanIndian_AlaskaNative",18.9,"syphilis"
"North Carolina",2022,"Asian",6.5,"syphilis"
"North Carolina",2022,"Native.Hawaiian.or.Pacific.Islander",13.1,"syphilis"
"North Carolina",2022,"Multiple.races",51.2,"syphilis"
"North Carolina",2022,"Overall",23.1,"syphilis"
"North Dakota",2022,"White",4.6,"syphilis"
"North Dakota",2022,"Black",29.9,"syphilis"
"North Dakota",2022,"Hispanic",13.9,"syphilis"
"North Dakota",2022,"AmericanIndian_AlaskaNative",29.2,"syphilis"
"North Dakota",2022,"Asian",7.6,"syphilis"
"North Dakota",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"North Dakota",2022,"Multiple.races",22.4,"syphilis"
"North Dakota",2022,"Overall",8.2,"syphilis"
"Ohio",2022,"White",12,"syphilis"
"Ohio",2022,"Black",61.6,"syphilis"
"Ohio",2022,"Hispanic",27.6,"syphilis"
"Ohio",2022,"AmericanIndian_AlaskaNative",4.4,"syphilis"
"Ohio",2022,"Asian",8.2,"syphilis"
"Ohio",2022,"Native.Hawaiian.or.Pacific.Islander",17.5,"syphilis"
"Ohio",2022,"Multiple.races",65.5,"syphilis"
"Ohio",2022,"Overall",20.4,"syphilis"
"Oklahoma",2022,"White",23.9,"syphilis"
"Oklahoma",2022,"Black",76.8,"syphilis"
"Oklahoma",2022,"Hispanic",30.2,"syphilis"
"Oklahoma",2022,"AmericanIndian_AlaskaNative",52.8,"syphilis"
"Oklahoma",2022,"Asian",7,"syphilis"
"Oklahoma",2022,"Native.Hawaiian.or.Pacific.Islander",48.2,"syphilis"
"Oklahoma",2022,"Multiple.races",41.9,"syphilis"
"Oklahoma",2022,"Overall",31.8,"syphilis"
"Oregon",2022,"White",20.5,"syphilis"
"Oregon",2022,"Black",60,"syphilis"
"Oregon",2022,"Hispanic",27.4,"syphilis"
"Oregon",2022,"AmericanIndian_AlaskaNative",78.2,"syphilis"
"Oregon",2022,"Asian",9.5,"syphilis"
"Oregon",2022,"Native.Hawaiian.or.Pacific.Islander",22,"syphilis"
"Oregon",2022,"Multiple.races",24.4,"syphilis"
"Oregon",2022,"Overall",26.3,"syphilis"
"Pennsylvania",2022,"White",4.4,"syphilis"
"Pennsylvania",2022,"Black",41.4,"syphilis"
"Pennsylvania",2022,"Hispanic",21.9,"syphilis"
"Pennsylvania",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"Pennsylvania",2022,"Asian",3.1,"syphilis"
"Pennsylvania",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Pennsylvania",2022,"Multiple.races",35.7,"syphilis"
"Pennsylvania",2022,"Overall",10.8,"syphilis"
"Rhode Island",2022,"White",7.8,"syphilis"
"Rhode Island",2022,"Black",26.1,"syphilis"
"Rhode Island",2022,"Hispanic",16.1,"syphilis"
"Rhode Island",2022,"AmericanIndian_AlaskaNative",22.1,"syphilis"
"Rhode Island",2022,"Asian",2.6,"syphilis"
"Rhode Island",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Rhode Island",2022,"Multiple.races",64.3,"syphilis"
"Rhode Island",2022,"Overall",12.2,"syphilis"
"South Carolina",2022,"White",11.9,"syphilis"
"South Carolina",2022,"Black",39.5,"syphilis"
"South Carolina",2022,"Hispanic",13.2,"syphilis"
"South Carolina",2022,"AmericanIndian_AlaskaNative",5.2,"syphilis"
"South Carolina",2022,"Asian",9.8,"syphilis"
"South Carolina",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"South Carolina",2022,"Multiple.races",17.5,"syphilis"
"South Carolina",2022,"Overall",19.6,"syphilis"
"South Dakota",2022,"White",14.4,"syphilis"
"South Dakota",2022,"Black",94.6,"syphilis"
"South Dakota",2022,"Hispanic",80.9,"syphilis"
"South Dakota",2022,"AmericanIndian_AlaskaNative",486.3,"syphilis"
"South Dakota",2022,"Asian",0,"syphilis"
"South Dakota",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"South Dakota",2022,"Multiple.races",1154.4,"syphilis"
"South Dakota",2022,"Overall",84.3,"syphilis"
"Tennessee",2022,"White",9.6,"syphilis"
"Tennessee",2022,"Black",48.7,"syphilis"
"Tennessee",2022,"Hispanic",10.7,"syphilis"
"Tennessee",2022,"AmericanIndian_AlaskaNative",4.9,"syphilis"
"Tennessee",2022,"Asian",0.7,"syphilis"
"Tennessee",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Tennessee",2022,"Multiple.races",1.4,"syphilis"
"Tennessee",2022,"Overall",16,"syphilis"
"Texas",2022,"White",9.7,"syphilis"
"Texas",2022,"Black",33.4,"syphilis"
"Texas",2022,"Hispanic",15.1,"syphilis"
"Texas",2022,"AmericanIndian_AlaskaNative",10.2,"syphilis"
"Texas",2022,"Asian",1.5,"syphilis"
"Texas",2022,"Native.Hawaiian.or.Pacific.Islander",7,"syphilis"
"Texas",2022,"Multiple.races",11.8,"syphilis"
"Texas",2022,"Overall",15.5,"syphilis"
"Utah",2022,"White",4.9,"syphilis"
"Utah",2022,"Black",31.6,"syphilis"
"Utah",2022,"Hispanic",14.3,"syphilis"
"Utah",2022,"AmericanIndian_AlaskaNative",16.6,"syphilis"
"Utah",2022,"Asian",7.9,"syphilis"
"Utah",2022,"Native.Hawaiian.or.Pacific.Islander",19.4,"syphilis"
"Utah",2022,"Multiple.races",0,"syphilis"
"Utah",2022,"Overall",7,"syphilis"
"Vermont",2022,"White",0.5,"syphilis"
"Vermont",2022,"Black",0,"syphilis"
"Vermont",2022,"Hispanic",0,"syphilis"
"Vermont",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"Vermont",2022,"Asian",0,"syphilis"
"Vermont",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Vermont",2022,"Multiple.races",0,"syphilis"
"Vermont",2022,"Overall",0.5,"syphilis"
"Virginia",2022,"White",5.2,"syphilis"
"Virginia",2022,"Black",29.5,"syphilis"
"Virginia",2022,"Hispanic",8.7,"syphilis"
"Virginia",2022,"AmericanIndian_AlaskaNative",12.9,"syphilis"
"Virginia",2022,"Asian",3.5,"syphilis"
"Virginia",2022,"Native.Hawaiian.or.Pacific.Islander",30.8,"syphilis"
"Virginia",2022,"Multiple.races",16.6,"syphilis"
"Virginia",2022,"Overall",10.8,"syphilis"
"Washington",2022,"White",16.1,"syphilis"
"Washington",2022,"Black",74.1,"syphilis"
"Washington",2022,"Hispanic",33.8,"syphilis"
"Washington",2022,"AmericanIndian_AlaskaNative",58.4,"syphilis"
"Washington",2022,"Asian",6.5,"syphilis"
"Washington",2022,"Native.Hawaiian.or.Pacific.Islander",49.1,"syphilis"
"Washington",2022,"Multiple.races",30.7,"syphilis"
"Washington",2022,"Overall",24.7,"syphilis"
"West Virginia",2022,"White",10.8,"syphilis"
"West Virginia",2022,"Black",36,"syphilis"
"West Virginia",2022,"Hispanic",29.9,"syphilis"
"West Virginia",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"West Virginia",2022,"Asian",0,"syphilis"
"West Virginia",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"West Virginia",2022,"Multiple.races",16.7,"syphilis"
"West Virginia",2022,"Overall",12.3,"syphilis"
"Wisconsin",2022,"White",4.2,"syphilis"
"Wisconsin",2022,"Black",115,"syphilis"
"Wisconsin",2022,"Hispanic",17.4,"syphilis"
"Wisconsin",2022,"AmericanIndian_AlaskaNative",26.8,"syphilis"
"Wisconsin",2022,"Asian",7,"syphilis"
"Wisconsin",2022,"Native.Hawaiian.or.Pacific.Islander",124.6,"syphilis"
"Wisconsin",2022,"Multiple.races",1.8,"syphilis"
"Wisconsin",2022,"Overall",12.6,"syphilis"
"Wyoming",2022,"White",0.4,"syphilis"
"Wyoming",2022,"Black",0,"syphilis"
"Wyoming",2022,"Hispanic",4.8,"syphilis"
"Wyoming",2022,"AmericanIndian_AlaskaNative",0,"syphilis"
"Wyoming",2022,"Asian",0,"syphilis"
"Wyoming",2022,"Native.Hawaiian.or.Pacific.Islander",0,"syphilis"
"Wyoming",2022,"Multiple.races",0,"syphilis"
"Wyoming",2022,"Overall",3.6,"syphilis"
"United States",2023,"White",9.1,"syphilis"
"United States",2023,"Black",39.7,"syphilis"
"United States",2023,"Hispanic",16.9,"syphilis"
"United States",2023,"AmericanIndian_AlaskaNative",58.2,"syphilis"
"United States",2023,"Asian",4.4,"syphilis"
"United States",2023,"Native.Hawaiian.or.Pacific.Islander",24.3,"syphilis"
"United States",2023,"Multiple.races",23.5,"syphilis"
"United States",2023,"Overall",15.8,"syphilis"
"Alabama",2023,"White",14.9,"syphilis"
"Alabama",2023,"Black",63.2,"syphilis"
"Alabama",2023,"Hispanic",14.5,"syphilis"
"Alabama",2023,"AmericanIndian_AlaskaNative",14.2,"syphilis"
"Alabama",2023,"Asian",10.1,"syphilis"
"Alabama",2023,"Native.Hawaiian.or.Pacific.Islander",70.5,"syphilis"
"Alabama",2023,"Multiple.races",68,"syphilis"
"Alabama",2023,"Overall",28.6,"syphilis"
"Alaska",2023,"White",11.1,"syphilis"
"Alaska",2023,"Black",29.3,"syphilis"
"Alaska",2023,"Hispanic",11,"syphilis"
"Alaska",2023,"AmericanIndian_AlaskaNative",74.6,"syphilis"
"Alaska",2023,"Asian",2.1,"syphilis"
"Alaska",2023,"Native.Hawaiian.or.Pacific.Islander",25.3,"syphilis"
"Alaska",2023,"Multiple.races",30,"syphilis"
"Alaska",2023,"Overall",22.5,"syphilis"
"Arizona",2023,"White",12.5,"syphilis"
"Arizona",2023,"Black",59.1,"syphilis"
"Arizona",2023,"Hispanic",29.1,"syphilis"
"Arizona",2023,"AmericanIndian_AlaskaNative",87.2,"syphilis"
"Arizona",2023,"Asian",8.2,"syphilis"
"Arizona",2023,"Native.Hawaiian.or.Pacific.Islander",26.5,"syphilis"
"Arizona",2023,"Multiple.races",25,"syphilis"
"Arizona",2023,"Overall",24.1,"syphilis"
"Arkansas",2023,"White",22.6,"syphilis"
"Arkansas",2023,"Black",61.1,"syphilis"
"Arkansas",2023,"Hispanic",24.7,"syphilis"
"Arkansas",2023,"AmericanIndian_AlaskaNative",8.2,"syphilis"
"Arkansas",2023,"Asian",9,"syphilis"
"Arkansas",2023,"Native.Hawaiian.or.Pacific.Islander",59.4,"syphilis"
